,Location,Location_1,distance,rank
0,Alabama,Alaska,3348.46,50.0
1,Alabama,American Samoa,6380.29,55.0
2,Alabama,Arizona,1401.62,40.0
3,Alabama,Arkansas,361.71,8.0
4,Alabama,California,1948.19,47.0
5,Alabama,Colorado,1130.24,36.0
6,Alabama,Connecticut,982.38,29.0
7,Alabama,Delaware,748.12,20.0
8,Alabama,Diamond Princess,6027.57,53.0
9,Alabama,District of Columbia,6027.57,53.0
10,Alabama,Florida,355.25,7.0
11,Alabama,Georgia,173.78,2.0
12,Alabama,Grand Princess,6027.57,53.0
13,Alabama,Guam,7785.12,57.0
14,Alabama,Hawaii,4320.79,51.0
15,Alabama,Idaho,1677.64,44.0
16,Alabama,Illinois,495.42,11.0
17,Alabama,Indiana,478.48,10.0
18,Alabama,Iowa,731.58,19.0
19,Alabama,Kansas,749.98,21.0
20,Alabama,Kentucky,339.92,6.0
21,Alabama,Louisiana,332.88,4.0
22,Alabama,Maine,1223.91,38.0
23,Alabama,Maryland,706.53,18.0
24,Alabama,Massachusetts,1065.89,32.0
25,Alabama,Michigan,754.82,23.0
26,Alabama,Minnesota,943.98,28.0
27,Alabama,Mississippi,167.7,1.0
28,Alabama,Missouri,506.85,12.0
29,Alabama,Montana,1560.37,42.0
30,Alabama,Nebraska,872.7,26.0
31,Alabama,Nevada,1779.8,46.0
32,Alabama,New Hampshire,1098.54,34.0
33,Alabama,New Jersey,841.62,25.0
34,Alabama,New Mexico,1104.36,35.0
35,Alabama,New York,927.49,27.0
36,Alabama,North Carolina,465.58,9.0
37,Alabama,North Dakota,1216.81,37.0
38,Alabama,Northern Mariana Islands,7663.2,56.0
39,Alabama,Ohio,554.19,14.0
40,Alabama,Oklahoma,623.6,16.0
41,Alabama,Oregon,2038.8,49.0
42,Alabama,Pennsylvania,753.61,22.0
43,Alabama,Puerto Rico,1613.4,43.0
44,Alabama,Rhode Island,1036.34,31.0
45,Alabama,South Carolina,338.24,5.0
46,Alabama,South Dakota,1014.72,30.0
47,Alabama,Tennessee,215.29,3.0
48,Alabama,Texas,698.3,17.0
49,Alabama,Utah,1463.06,41.0
50,Alabama,Vermont,1085.74,33.0
51,Alabama,Virgin Islands,1679.79,45.0
52,Alabama,Virginia,572.94,15.0
53,Alabama,Washington,2036.91,48.0
54,Alabama,West Virginia,532.26,13.0
55,Alabama,Wisconsin,811.72,24.0
56,Alabama,Wyoming,1298.29,39.0
57,Alaska,American Samoa,5219.55,53.0
58,Alaska,Arizona,2517.7,14.0
59,Alaska,Arkansas,3032.23,26.0
60,Alaska,California,1944.64,5.0
61,Alaska,Colorado,2373.86,11.0
62,Alaska,Connecticut,3383.09,40.0
63,Alaska,Delaware,3429.38,44.0
64,Alaska,Diamond Princess,8003.38,55.0
65,Alaska,District of Columbia,8003.38,55.0
66,Alaska,Florida,3697.75,48.0
67,Alaska,Georgia,3459.31,46.0
68,Alaska,Grand Princess,8003.38,55.0
69,Alaska,Guam,4588.8,50.0
70,Alaska,Hawaii,2695.36,19.0
71,Alaska,Idaho,1815.33,4.0
72,Alaska,Illinois,2893.15,23.0
73,Alaska,Indiana,2996.11,24.0
74,Alaska,Iowa,2627.56,16.0
75,Alaska,Kansas,2645.89,18.0
76,Alaska,Kentucky,3157.0,28.0
77,Alaska,Louisiana,3285.84,35.0
78,Alaska,Maine,3331.0,37.0
79,Alaska,Maryland,3368.24,38.0
80,Alaska,Massachusetts,3394.66,41.0
81,Alaska,Michigan,2839.96,20.0
82,Alaska,Minnesota,2437.97,12.0
83,Alaska,Mississippi,3253.15,33.0
84,Alaska,Missouri,2842.02,22.0
85,Alaska,Montana,1811.63,3.0
86,Alaska,Nebraska,2486.94,13.0
87,Alaska,Nevada,1968.08,6.0
88,Alaska,New Hampshire,3325.12,36.0
89,Alaska,New Jersey,3370.77,39.0
90,Alaska,New Mexico,2597.74,15.0
91,Alaska,New York,3237.73,31.0
92,Alaska,North Carolina,3455.91,45.0
93,Alaska,North Dakota,2141.85,9.0
94,Alaska,Northern Mariana Islands,4460.9,49.0
95,Alaska,Ohio,3079.36,27.0
96,Alaska,Oklahoma,2841.63,21.0
97,Alaska,Oregon,1538.14,2.0
98,Alaska,Pennsylvania,3253.91,34.0
99,Alaska,Puerto Rico,4891.39,51.0
100,Alaska,Rhode Island,3417.35,43.0
101,Alaska,South Carolina,3484.48,47.0
102,Alaska,South Dakota,2333.75,10.0
103,Alaska,Tennessee,3203.63,29.0
104,Alaska,Texas,2999.16,25.0
105,Alaska,Utah,2129.19,8.0
106,Alaska,Vermont,3238.56,32.0
107,Alaska,Virgin Islands,4936.38,52.0
108,Alaska,Virginia,3401.56,42.0
109,Alaska,Washington,1438.23,1.0
110,Alaska,West Virginia,3236.18,30.0
111,Alaska,Wisconsin,2642.73,17.0
112,Alaska,Wyoming,2111.99,7.0
113,American Samoa,Arizona,5092.6,7.0
114,American Samoa,Arkansas,6104.85,22.0
115,American Samoa,California,4810.08,4.0
116,American Samoa,Colorado,5544.68,12.0
117,American Samoa,Connecticut,7260.49,45.0
118,American Samoa,Delaware,7081.41,42.0
119,American Samoa,Diamond Princess,11245.44,54.0
120,American Samoa,District of Columbia,11245.44,54.0
121,American Samoa,Florida,6571.05,33.0
122,American Samoa,Georgia,6546.39,31.0
123,American Samoa,Grand Princess,11245.44,54.0
124,American Samoa,Guam,3627.23,2.0
125,American Samoa,Hawaii,2584.77,1.0
126,American Samoa,Idaho,5312.36,10.0
127,American Samoa,Illinois,6380.42,27.0
128,American Samoa,Indiana,6532.09,30.0
129,American Samoa,Iowa,6216.47,24.0
130,American Samoa,Kansas,5895.09,17.0
131,American Samoa,Kentucky,6560.62,32.0
132,American Samoa,Louisiana,6051.27,20.0
133,American Samoa,Maine,7428.42,51.0
134,American Samoa,Maryland,7021.46,41.0
135,American Samoa,Massachusetts,7334.3,49.0
136,American Samoa,Michigan,6659.75,34.0
137,American Samoa,Minnesota,6241.58,26.0
138,American Samoa,Mississippi,6217.45,25.0
139,American Samoa,Missouri,6174.73,23.0
140,American Samoa,Montana,5618.85,14.0
141,American Samoa,Nebraska,5945.38,18.0
142,American Samoa,Nevada,4995.68,5.0
143,American Samoa,New Hampshire,7326.29,48.0
144,American Samoa,New Jersey,7137.53,43.0
145,American Samoa,New Mexico,5397.6,11.0
146,American Samoa,New York,7139.87,44.0
147,American Samoa,North Carolina,6836.88,38.0
148,American Samoa,North Dakota,6052.44,21.0
149,American Samoa,Northern Mariana Islands,3634.79,3.0
150,American Samoa,Ohio,6704.28,35.0
151,American Samoa,Oklahoma,5870.64,16.0
152,American Samoa,Oregon,5069.63,6.0
153,American Samoa,Pennsylvania,7004.41,40.0
154,American Samoa,Puerto Rico,7415.53,50.0
155,American Samoa,Rhode Island,7320.32,47.0
156,American Samoa,South Carolina,6718.53,36.0
157,American Samoa,South Dakota,6007.68,19.0
158,American Samoa,Tennessee,6470.95,29.0
159,American Samoa,Texas,5698.37,15.0
160,American Samoa,Utah,5283.81,9.0
161,American Samoa,Vermont,7267.96,46.0
162,American Samoa,Virgin Islands,7509.64,52.0
163,American Samoa,Virginia,6918.17,39.0
164,American Samoa,Washington,5213.1,8.0
165,American Samoa,West Virginia,6802.76,37.0
166,American Samoa,Wisconsin,6447.46,28.0
167,American Samoa,Wyoming,5613.93,13.0
168,Arizona,Arkansas,1061.86,15.0
169,Arizona,California,649.16,5.0
170,Arizona,Colorado,493.77,3.0
171,Arizona,Connecticut,2171.0,41.0
172,Arizona,Delaware,2010.31,38.0
173,Arizona,Diamond Princess,7421.33,53.0
174,Arizona,District of Columbia,7421.33,53.0
175,Arizona,Florida,1706.07,31.0
176,Arizona,Georgia,1574.58,29.0
177,Arizona,Grand Princess,7421.33,53.0
178,Arizona,Guam,6522.12,51.0
179,Arizona,Hawaii,2919.24,47.0
180,Arizona,Idaho,751.92,8.0
181,Arizona,Illinois,1289.39,23.0
182,Arizona,Indiana,1443.27,26.0
183,Arizona,Iowa,1133.97,20.0
184,Arizona,Kansas,802.58,10.0
185,Arizona,Kentucky,1492.37,27.0
186,Arizona,Louisiana,1131.56,18.0
187,Arizona,Maine,2337.27,46.0
188,Arizona,Maryland,1946.02,37.0
189,Arizona,Massachusetts,2242.99,45.0
190,Arizona,Michigan,1573.56,28.0
191,Arizona,Minnesota,1206.77,21.0
192,Arizona,Mississippi,1236.34,22.0
193,Arizona,Missouri,1086.32,16.0
194,Arizona,Montana,946.21,12.0
195,Arizona,Nebraska,874.46,11.0
196,Arizona,Nevada,557.79,4.0
197,Arizona,New Hampshire,2233.7,44.0
198,Arizona,New Jersey,2053.42,40.0
199,Arizona,New Mexico,309.34,1.0
200,Arizona,New York,2047.38,39.0
201,Arizona,North Carolina,1804.9,34.0
202,Arizona,North Dakota,1133.2,19.0
203,Arizona,Northern Mariana Islands,6408.02,50.0
204,Arizona,Ohio,1615.28,30.0
205,Arizona,Oklahoma,802.52,9.0
206,Arizona,Oregon,979.81,13.0
207,Arizona,Pennsylvania,1916.42,36.0
208,Arizona,Puerto Rico,2935.01,48.0
209,Arizona,Rhode Island,2230.71,43.0
210,Arizona,South Carolina,1717.98,32.0
211,Arizona,South Dakota,989.98,14.0
212,Arizona,Tennessee,1424.72,25.0
213,Arizona,Texas,726.11,7.0
214,Arizona,Utah,445.44,2.0
215,Arizona,Vermont,2176.59,42.0
216,Arizona,Virgin Islands,3014.17,49.0
217,Arizona,Virginia,1860.28,35.0
218,Arizona,Washington,1091.16,17.0
219,Arizona,West Virginia,1725.87,33.0
220,Arizona,Wisconsin,1377.19,24.0
221,Arizona,Wyoming,708.04,6.0
222,Arkansas,California,1588.09,43.0
223,Arkansas,Colorado,768.77,24.0
224,Arkansas,Connecticut,1173.8,34.0
225,Arkansas,Delaware,976.99,30.0
226,Arkansas,Diamond Princess,6359.48,50.0
227,Arkansas,District of Columbia,6359.48,50.0
228,Arkansas,Florida,709.1,18.0
229,Arkansas,Georgia,525.78,12.0
230,Arkansas,Grand Princess,6359.48,50.0
231,Arkansas,Guam,7428.29,53.0
232,Arkansas,Hawaii,3975.58,48.0
233,Arkansas,Idaho,1322.24,40.0
234,Arkansas,Illinois,379.76,6.0
235,Arkansas,Indiana,480.53,10.0
236,Arkansas,Iowa,491.5,11.0
237,Arkansas,Kansas,397.21,7.0
238,Arkansas,Kentucky,458.99,9.0
239,Arkansas,Louisiana,289.91,4.0
240,Arkansas,Maine,1383.65,41.0
241,Arkansas,Maryland,918.87,26.0
242,Arkansas,Massachusetts,1253.71,38.0
243,Arkansas,Michigan,725.99,21.0
244,Arkansas,Minnesota,712.73,19.0
245,Arkansas,Mississippi,224.66,1.0
246,Arkansas,Missouri,239.28,2.0
247,Arkansas,Montana,1226.76,35.0
248,Arkansas,Nebraska,545.74,13.0
249,Arkansas,Nevada,1418.39,42.0
250,Arkansas,New Hampshire,1264.91,39.0
251,Arkansas,New Jersey,1041.57,31.0
252,Arkansas,New Mexico,757.11,23.0
253,Arkansas,New York,1077.97,32.0
254,Arkansas,North Carolina,745.76,22.0
255,Arkansas,North Dakota,938.55,28.0
256,Arkansas,Northern Mariana Islands,7307.02,52.0
257,Arkansas,Ohio,637.27,14.0
258,Arkansas,Oklahoma,265.46,3.0
259,Arkansas,Oregon,1682.13,44.0
260,Arkansas,Pennsylvania,919.48,27.0
261,Arkansas,Puerto Rico,1971.86,46.0
262,Arkansas,Rhode Island,1232.83,37.0
263,Arkansas,South Carolina,656.9,15.0
264,Arkansas,South Dakota,715.74,20.0
265,Arkansas,Tennessee,368.17,5.0
266,Arkansas,Texas,414.98,8.0
267,Arkansas,Utah,1101.38,33.0
268,Arkansas,Vermont,1228.45,36.0
269,Arkansas,Virgin Islands,2039.83,47.0
270,Arkansas,Virginia,814.1,25.0
271,Arkansas,Washington,1687.82,45.0
272,Arkansas,West Virginia,703.77,17.0
273,Arkansas,Wisconsin,669.53,16.0
274,Arkansas,Wyoming,949.63,29.0
275,California,Colorado,835.07,8.0
276,California,Connecticut,2554.21,41.0
277,California,Delaware,2442.15,38.0
278,California,Diamond Princess,7869.25,51.0
279,California,District of Columbia,7869.25,51.0
280,California,Florida,2281.38,31.0
281,California,Georgia,2113.71,28.0
282,California,Grand Princess,7869.25,51.0
283,California,Guam,5892.19,49.0
284,California,Hawaii,2436.35,37.0
285,California,Idaho,516.93,4.0
286,California,Illinois,1706.1,20.0
287,California,Indiana,1862.04,23.0
288,California,Iowa,1477.48,17.0
289,California,Kansas,1233.69,12.0
290,California,Kentucky,1955.5,26.0
291,California,Louisiana,1724.22,21.0
292,California,Maine,2669.88,45.0
293,California,Maryland,2373.53,35.0
294,California,Massachusetts,2614.32,44.0
295,California,Michigan,1907.1,24.0
296,California,Minnesota,1450.95,16.0
297,California,Mississippi,1793.34,22.0
298,California,Missouri,1532.25,18.0
299,California,Montana,829.39,7.0
300,California,Nebraska,1206.36,10.0
301,California,Nevada,189.7,1.0
302,California,New Hampshire,2586.23,42.0
303,California,New Jersey,2458.23,39.0
304,California,New Mexico,870.27,9.0
305,California,New York,2412.7,36.0
306,California,North Carolina,2290.39,32.0
307,California,North Dakota,1242.37,13.0
308,California,Northern Mariana Islands,5775.92,48.0
309,California,Ohio,2023.78,27.0
310,California,Oklahoma,1324.6,14.0
311,California,Oregon,464.0,2.0
312,California,Pennsylvania,2315.05,33.0
313,California,Puerto Rico,3535.86,46.0
314,California,Rhode Island,2611.38,43.0
315,California,South Carolina,2231.63,30.0
316,California,South Dakota,1218.73,11.0
317,California,Tennessee,1919.54,25.0
318,California,Texas,1332.05,15.0
319,California,Utah,510.69,3.0
320,California,Vermont,2514.86,40.0
321,California,Virgin Islands,3610.25,47.0
322,California,Virginia,2316.96,34.0
323,California,Washington,631.06,5.0
324,California,West Virginia,2161.18,29.0
325,California,Wisconsin,1676.3,19.0
326,California,Wyoming,812.83,6.0
327,Colorado,Connecticut,1745.14,39.0
328,Colorado,Delaware,1615.12,36.0
329,Colorado,Diamond Princess,7049.31,50.0
330,Colorado,District of Columbia,7049.31,50.0
331,Colorado,Florida,1475.89,31.0
332,Colorado,Georgia,1289.68,27.0
333,Colorado,Grand Princess,7049.31,50.0
334,Colorado,Guam,6664.58,48.0
335,Colorado,Hawaii,3262.11,46.0
336,Colorado,Idaho,577.61,8.0
337,Colorado,Illinois,877.39,16.0
338,Colorado,Indiana,1034.4,22.0
339,Colorado,Iowa,673.69,13.0
340,Colorado,Kansas,398.66,4.0
341,Colorado,Kentucky,1120.87,25.0
342,Colorado,Louisiana,954.99,19.0
343,Colorado,Maine,1887.48,43.0
344,Colorado,Maryland,1547.29,34.0
345,Colorado,Massachusetts,1811.09,42.0
346,Colorado,Michigan,1116.7,24.0
347,Colorado,Minnesota,717.15,15.0
348,Colorado,Mississippi,985.77,21.0
349,Colorado,Missouri,697.43,14.0
350,Colorado,Montana,599.0,9.0
351,Colorado,Nebraska,400.76,5.0
352,Colorado,Nevada,656.27,12.0
353,Colorado,New Hampshire,1792.21,40.0
354,Colorado,New Jersey,1639.83,37.0
355,Colorado,New Mexico,292.28,2.0
356,Colorado,New York,1610.85,35.0
357,Colorado,North Carolina,1455.32,30.0
358,Colorado,North Dakota,649.85,11.0
359,Colorado,Northern Mariana Islands,6544.33,47.0
360,Colorado,Ohio,1200.71,26.0
361,Colorado,Oklahoma,516.72,7.0
362,Colorado,Oregon,926.5,18.0
363,Colorado,Pennsylvania,1497.92,33.0
364,Colorado,Puerto Rico,2738.89,44.0
365,Colorado,Rhode Island,1803.83,41.0
366,Colorado,South Carolina,1399.16,29.0
367,Colorado,South Dakota,496.38,6.0
368,Colorado,Tennessee,1085.71,23.0
369,Colorado,Texas,625.66,10.0
370,Colorado,Utah,333.65,3.0
371,Colorado,Vermont,1728.07,38.0
372,Colorado,Virgin Islands,2808.04,45.0
373,Colorado,Virginia,1484.18,32.0
374,Colorado,Washington,959.41,20.0
375,Colorado,West Virginia,1331.72,28.0
376,Colorado,Wisconsin,903.93,17.0
377,Colorado,Wyoming,291.83,1.0
378,Connecticut,Delaware,249.4,7.0
379,Connecticut,Diamond Princess,5315.23,47.0
380,Connecticut,District of Columbia,5315.23,47.0
381,Connecticut,Florida,1004.16,23.0
382,Connecticut,Georgia,863.48,20.0
383,Connecticut,Grand Princess,5315.23,47.0
384,Connecticut,Guam,7971.77,50.0
385,Connecticut,Hawaii,4989.32,45.0
386,Connecticut,Idaho,2126.37,41.0
387,Connecticut,Illinois,881.64,21.0
388,Connecticut,Indiana,728.5,18.0
389,Connecticut,Iowa,1077.76,24.0
390,Connecticut,Kansas,1371.45,31.0
391,Connecticut,Kentucky,715.98,17.0
392,Connecticut,Louisiana,1303.95,28.0
393,Connecticut,Maine,255.97,8.0
394,Connecticut,Maryland,276.55,10.0
395,Connecticut,Massachusetts,83.52,2.0
396,Connecticut,Michigan,653.05,15.0
397,Connecticut,Minnesota,1128.74,27.0
398,Connecticut,Mississippi,1116.25,26.0
399,Connecticut,Missouri,1085.96,25.0
400,Connecticut,Montana,1879.64,39.0
401,Connecticut,Nebraska,1351.52,30.0
402,Connecticut,Nevada,2365.33,42.0
403,Connecticut,New Hampshire,137.08,3.0
404,Connecticut,New Jersey,140.91,4.0
405,Connecticut,New Mexico,1863.98,38.0
406,Connecticut,New York,152.22,5.0
407,Connecticut,North Carolina,545.0,13.0
408,Connecticut,North Dakota,1407.47,33.0
409,Connecticut,Northern Mariana Islands,7843.82,49.0
410,Connecticut,Ohio,556.28,14.0
411,Connecticut,Oklahoma,1392.27,32.0
412,Connecticut,Oregon,2462.47,44.0
413,Connecticut,Pennsylvania,256.58,9.0
414,Connecticut,Puerto Rico,1640.44,35.0
415,Connecticut,Rhode Island,59.84,1.0
416,Connecticut,South Carolina,694.26,16.0
417,Connecticut,South Dakota,1347.7,29.0
418,Connecticut,Tennessee,826.12,19.0
419,Connecticut,Texas,1588.67,34.0
420,Connecticut,Utah,2046.05,40.0
421,Connecticut,Vermont,185.16,6.0
422,Connecticut,Virgin Islands,1655.11,36.0
423,Connecticut,Virginia,416.74,11.0
424,Connecticut,Washington,2387.79,43.0
425,Connecticut,West Virginia,471.83,12.0
426,Connecticut,Wisconsin,890.0,22.0
427,Connecticut,Wyoming,1753.62,37.0
428,Delaware,Diamond Princess,5434.41,46.0
429,Delaware,District of Columbia,5434.41,46.0
430,Delaware,Florida,755.31,21.0
431,Delaware,Georgia,618.83,19.0
432,Delaware,Grand Princess,5434.41,46.0
433,Delaware,Guam,8010.02,49.0
434,Delaware,Hawaii,4876.46,44.0
435,Delaware,Idaho,2047.65,40.0
436,Delaware,Illinois,737.74,20.0
437,Delaware,Indiana,580.83,16.0
438,Delaware,Iowa,973.13,25.0
439,Delaware,Kansas,1225.35,29.0
440,Delaware,Kentucky,521.38,15.0
441,Delaware,Louisiana,1076.36,27.0
442,Delaware,Maine,505.04,14.0
443,Delaware,Maryland,69.42,1.0
444,Delaware,Massachusetts,330.3,9.0
445,Delaware,Michigan,604.78,17.0
446,Delaware,Minnesota,1071.13,26.0
447,Delaware,Mississippi,891.96,23.0
448,Delaware,Missouri,928.1,24.0
449,Delaware,Montana,1827.35,38.0
450,Delaware,Nebraska,1237.31,30.0
451,Delaware,Nevada,2255.95,41.0
452,Delaware,New Hampshire,382.76,10.0
453,Delaware,New Jersey,119.1,2.0
454,Delaware,New Mexico,1701.03,37.0
455,Delaware,New York,273.91,5.0
456,Delaware,North Carolina,297.24,8.0
457,Delaware,North Dakota,1368.53,32.0
458,Delaware,Northern Mariana Islands,7882.78,48.0
459,Delaware,Ohio,419.99,12.0
460,Delaware,Oklahoma,1214.53,28.0
461,Delaware,Oregon,2396.69,43.0
462,Delaware,Pennsylvania,176.46,4.0
463,Delaware,Puerto Rico,1508.25,34.0
464,Delaware,Rhode Island,295.52,7.0
465,Delaware,South Carolina,446.36,13.0
466,Delaware,South Dakota,1268.83,31.0
467,Delaware,Tennessee,614.16,18.0
468,Delaware,Texas,1387.59,33.0
469,Delaware,Utah,1931.47,39.0
470,Delaware,Vermont,405.13,11.0
471,Delaware,Virgin Islands,1535.79,35.0
472,Delaware,Virginia,175.2,3.0
473,Delaware,Washington,2339.44,42.0
474,Delaware,West Virginia,285.19,6.0
475,Delaware,Wisconsin,833.06,22.0
476,Delaware,Wyoming,1663.1,36.0
477,Diamond Princess,District of Columbia,0.0,1.5
478,Diamond Princess,Florida,5757.49,18.0
479,Diamond Princess,Georgia,5853.79,20.0
480,Diamond Princess,Grand Princess,0.0,1.5
481,Diamond Princess,Guam,9864.52,46.0
482,Diamond Princess,Hawaii,10303.93,48.0
483,Diamond Princess,Idaho,7426.68,42.0
484,Diamond Princess,Illinois,6172.01,25.0
485,Diamond Princess,Indiana,6014.93,24.0
486,Diamond Princess,Iowa,6391.87,30.0
487,Diamond Princess,Kansas,6658.58,34.0
488,Diamond Princess,Kentucky,5939.4,21.0
489,Diamond Princess,Louisiana,6327.48,28.0
490,Diamond Princess,Maine,5212.69,5.0
491,Diamond Princess,Maryland,5502.05,12.0
492,Diamond Princess,Massachusetts,5256.48,6.0
493,Diamond Princess,Michigan,5964.66,22.0
494,Diamond Princess,Minnesota,6431.33,31.0
495,Diamond Princess,Mississippi,6195.01,26.0
496,Diamond Princess,Missouri,6359.38,29.0
497,Diamond Princess,Montana,7150.98,40.0
498,Diamond Princess,Nebraska,6664.04,35.0
499,Diamond Princess,Nevada,7680.54,44.0
500,Diamond Princess,New Hampshire,5288.31,8.0
501,Diamond Princess,New Jersey,5412.08,10.0
502,Diamond Princess,New Mexico,7114.93,39.0
503,Diamond Princess,New York,5457.98,11.0
504,Diamond Princess,North Carolina,5617.83,15.0
505,Diamond Princess,North Dakota,6680.42,36.0
506,Diamond Princess,Northern Mariana Islands,9881.55,47.0
507,Diamond Princess,Ohio,5849.26,19.0
508,Diamond Princess,Oklahoma,6620.0,32.0
509,Diamond Princess,Oregon,7737.46,45.0
510,Diamond Princess,Pennsylvania,5555.0,13.0
511,Diamond Princess,Puerto Rico,4673.48,4.0
512,Diamond Princess,Rhode Island,5258.33,7.0
513,Diamond Princess,South Carolina,5704.09,16.0
514,Diamond Princess,South Dakota,6658.31,33.0
515,Diamond Princess,Tennessee,5997.97,23.0
516,Diamond Princess,Texas,6723.63,37.0
517,Diamond Princess,Utah,7360.03,41.0
518,Diamond Princess,Vermont,5363.14,9.0
519,Diamond Princess,Virgin Islands,4580.92,3.0
520,Diamond Princess,Virginia,5571.42,14.0
521,Diamond Princess,Washington,7629.18,43.0
522,Diamond Princess,West Virginia,5718.56,17.0
523,Diamond Princess,Wisconsin,6198.54,27.0
524,Diamond Princess,Wyoming,7066.02,38.0
525,District of Columbia,Florida,5757.49,17.0
526,District of Columbia,Georgia,5853.79,19.0
527,District of Columbia,Grand Princess,0.0,1.0
528,District of Columbia,Guam,9864.52,45.0
529,District of Columbia,Hawaii,10303.93,47.0
530,District of Columbia,Idaho,7426.68,41.0
531,District of Columbia,Illinois,6172.01,24.0
532,District of Columbia,Indiana,6014.93,23.0
533,District of Columbia,Iowa,6391.87,29.0
534,District of Columbia,Kansas,6658.58,33.0
535,District of Columbia,Kentucky,5939.4,20.0
536,District of Columbia,Louisiana,6327.48,27.0
537,District of Columbia,Maine,5212.69,4.0
538,District of Columbia,Maryland,5502.05,11.0
539,District of Columbia,Massachusetts,5256.48,5.0
540,District of Columbia,Michigan,5964.66,21.0
541,District of Columbia,Minnesota,6431.33,30.0
542,District of Columbia,Mississippi,6195.01,25.0
543,District of Columbia,Missouri,6359.38,28.0
544,District of Columbia,Montana,7150.98,39.0
545,District of Columbia,Nebraska,6664.04,34.0
546,District of Columbia,Nevada,7680.54,43.0
